Order;Lot Area;Street;Neighborhood;Bldg Type;House Style;Overall Qual;Overall Cond;Year Built;Year Remod/Add;1st Flr over Lot Area;1st Flr SF;Mo Sold;Yr Sold;Sale Type;Sale Condition;SalePrice
2193;8172;Pave;Edwards;1Fam;1Story;4;5;1955;1955;0,11;864;10;2007;COD;Family;79275
2194;8190;Pave;Edwards;1Fam;1Story;4;6;1954;1954;0,12;948;10;2007;WD ;Normal;119000
2195;10896;Pave;SWISU;2fmCon;2.5Fin;6;7;1914;1995;0,13;1440;3;2007;WD ;Abnorml;200000
2196;10890;Pave;SWISU;Duplex;2Story;5;6;1923;1950;0,12;1296;1;2007;WD ;AdjLand;150000
2197;10592;Pave;Crawfor;1Fam;2Story;6;7;1923;1996;0,08;900;8;2007;WD ;Normal;165000
2198;10594;Pave;Crawfor;1Fam;1.5Unf;5;5;1926;1950;0,07;789;6;2007;WD ;Normal;96500
2199;7223;Pave;Crawfor;1Fam;1Story;5;5;1926;1950;0,2;1422;4;2007;WD ;Normal;136500
2200;6821;Pave;Crawfor;1Fam;1.5Fin;6;7;1921;2005;0,11;759;8;2007;WD ;Normal;146500
2201;7200;Pave;SWISU;1Fam;1.5Fin;5;7;1937;1950;0,14;981;6;2007;WD ;Normal;175000
2202;4000;Pave;Crawfor;1Fam;2Story;7;8;1930;1995;0,14;567;6;2007;WD ;Normal;148500
2203;6720;Pave;Crawfor;1Fam;2Story;6;7;1921;1950;0,13;851;4;2007;CWD;Normal;141500
2204;7642;Pave;Crawfor;1Fam;1.5Fin;7;8;1918;1998;0,12;912;6;2007;WD ;Normal;189950
2205;7155;Pave;Crawfor;1Fam;2Story;6;8;1926;1991;0,1;686;7;2007;WD ;Normal;135000
2206;7128;Pave;Crawfor;1Fam;2.5Unf;7;5;1941;1950;0,13;918;8;2007;WD ;Normal;164000
2207;4280;Pave;Crawfor;1Fam;1Story;5;6;1913;2002;0,16;694;3;2007;WD ;Normal;90350
2208;5362;Pave;Crawfor;1Fam;1.5Fin;5;6;1910;2003;0,12;661;11;2007;WD ;Normal;139000
2209;6305;Pave;Crawfor;1Fam;1Story;5;7;1938;1950;0,15;954;6;2007;WD ;Normal;119750
2210;7136;Pave;Crawfor;Duplex;2Story;6;6;1946;1950;0,14;979;8;2007;WD ;Normal;145000
2211;6270;Pave;Crawfor;Duplex;2Story;5;6;1949;1950;0,16;1001;8;2007;WD ;Normal;145000
2212;7230;Pave;Crawfor;1Fam;2.5Unf;7;7;1927;1992;0,12;867;10;2007;WD ;Normal;238000
2213;13108;Pave;Crawfor;1Fam;1Story;5;5;1951;1951;0,09;1226;6;2007;WD ;Normal;153500
2214;22420;Pave;Crawfor;1Fam;2Story;6;6;1918;1950;0,06;1370;11;2007;WD ;Normal;239000
2215;12168;Pave;Crawfor;1Fam;2Story;8;6;1934;1998;0,16;1940;9;2007;WD ;Alloca;359100
2216;7810;Pave;Crawfor;1Fam;1.5Fin;4;6;1930;2003;0,16;1230;11;2007;WD ;Normal;188000
2217;11275;Pave;Crawfor;1Fam;1.5Fin;6;7;1932;1950;0,1;1096;3;2007;WD ;Normal;220000
2218;6221;Pave;Crawfor;2fmCon;1.5Fin;5;5;1941;1950;0,12;760;10;2007;WD ;Normal;140000
2219;10570;Pave;Crawfor;1Fam;2Story;8;8;1932;1994;0,15;1549;12;2007;WD ;Normal;315000
2220;7259;Pave;Crawfor;1Fam;2Story;6;8;1945;2002;0,2;1436;7;2007;WD ;Normal;259500
2221;14442;Pave;Crawfor;1Fam;1Story;6;7;1957;2004;0,13;1839;6;2007;WD ;Normal;257500
2222;13125;Pave;Crawfor;1Fam;2Story;7;6;1940;1984;0,07;960;7;2007;CWD;Normal;219500
2223;21000;Pave;Crawfor;1Fam;1Story;6;5;1953;1953;0,11;2259;10;2007;COD;Abnorml;217000
2224;25485;Pave;Crawfor;1Fam;1Story;6;4;1960;1960;0,06;1560;5;2007;WD ;Normal;201000
2225;21579;Pave;Crawfor;1Fam;1Story;6;6;1968;1968;0,07;1488;9;2007;CWD;Normal;215000
2226;1782;Pave;Blueste;Twnhs;2Story;6;6;1980;1980;0,3;529;12;2007;WD ;Normal;123900
2227;17871;Pave;Crawfor;1Fam;1Story;4;5;1995;1996;0,09;1680;6;2007;WD ;Normal;170000
2228;3907;Pave;Blueste;TwnhsE;1Story;8;5;1988;1988;0,26;1020;3;2007;WD ;Normal;200000
2229;20693;Pave;Crawfor;1Fam;1Story;7;5;1971;1971;0,08;1696;2;2007;WD ;Normal;198000
2230;32668;Pave;Crawfor;1Fam;1Story;6;3;1957;1975;0,08;2515;3;2007;WD ;Alloca;200624
2231;18044;Pave;Crawfor;1Fam;1Story;8;5;1986;1986;0,15;2726;8;2007;WD ;Normal;315000
2232;8500;Pave;IDOTRR;1Fam;1.5Fin;5;7;1919;2005;0,12;997;8;2007;WD ;Normal;115000
2233;7000;Pave;IDOTRR;1Fam;1.5Fin;6;7;1940;1950;0,1;720;5;2007;WD ;Normal;141000
2234;5000;Pave;IDOTRR;1Fam;1.5Unf;5;6;1941;1950;0,16;803;12;2007;WD ;Normal;87000
2235;7288;Pave;IDOTRR;1Fam;1.5Fin;5;7;1925;2003;0,13;936;9;2007;WD ;Normal;129850
2236;6060;Pave;IDOTRR;1Fam;1.5Fin;4;5;1939;1950;0,13;772;6;2007;WD ;Normal;100000
2237;9060;Pave;IDOTRR;1Fam;2Story;5;6;1923;1999;0,1;942;3;2007;WD ;Alloca;150909
2238;3672;Pave;IDOTRR;1Fam;1Story;5;7;1922;1950;0,22;816;9;2007;WD ;Normal;75200
2239;8263;Pave;IDOTRR;1Fam;1Story;6;5;1920;1950;0,12;1012;5;2007;WD ;Normal;118400
2240;8967;Pave;IDOTRR;1Fam;1Story;5;2;1920;1950;0,12;1077;11;2007;WD ;Abnorml;67000
2241;13710;Pave;IDOTRR;1Fam;1.5Fin;5;5;1950;1950;0,07;910;6;2007;WD ;Normal;152000
2242;11067;Pave;IDOTRR;1Fam;1.5Fin;2;4;1939;1950;0,06;640;3;2007;WD ;Normal;68104
2243;8250;Pave;IDOTRR;2fmCon;2Story;5;6;1895;2006;0,13;1034;6;2007;WD ;Normal;119600
2244;6565;Pave;IDOTRR;1Fam;1Story;4;6;1957;1980;0,16;1073;8;2007;WD ;Abnorml;140000
2245;6060;Pave;IDOTRR;1Fam;1Story;5;9;1930;2007;0,17;1001;11;2007;WD ;Normal;124900
2246;5568;Pave;Crawfor;TwnhsE;1Story;8;5;2006;2007;0,29;1625;10;2007;New;Partial;375000
2247;4750;Pave;Crawfor;TwnhsE;1Story;8;5;2006;2007;0,34;1625;12;2007;WD ;Family;235000
2248;12150;Pave;Mitchel;1Fam;SFoyer;6;6;1979;1979;0,11;1299;1;2007;WD ;Normal;183500
2249;7540;Pave;Mitchel;1Fam;SFoyer;6;6;1978;1978;0,12;912;6;2007;WD ;Normal;156000
2250;9187;Pave;Mitchel;1Fam;1Story;6;5;1983;1983;0,12;1080;6;2007;WD ;Normal;134000
2251;10000;Pave;Mitchel;1Fam;1Story;5;5;2002;2002;0,14;1392;12;2007;WD ;Normal;215000
2252;12864;Pave;Mitchel;1Fam;1Story;7;5;2002;2002;0,11;1409;7;2007;WD ;Normal;245000
2253;9928;Pave;Mitchel;1Fam;1Story;7;5;1991;1992;0,15;1478;5;2007;WD ;Normal;210000
2254;8750;Pave;Mitchel;1Fam;SLvl;7;6;1975;1975;0,1;918;3;2007;WD ;Normal;148000
2255;8410;Pave;Mitchel;1Fam;SFoyer;6;6;1974;1974;0,12;1026;4;2007;WD ;Normal;143000
2256;4054;Pave;Timber;TwnhsE;1Story;7;6;1987;1987;0,37;1501;10;2007;WD ;Normal;244000
2257;9763;Pave;GrnHill;TwnhsE;1Story;7;5;1998;1998;0,15;1502;9;2007;WD ;Normal;330000
2258;16905;Pave;Timber;1Fam;1Story;5;6;1959;1959;0,08;1328;7;2007;WD ;Normal;170000
2259;19958;Pave;Timber;1Fam;1Story;6;8;1958;1995;0,11;2279;7;2007;WD ;Normal;257000
2260;8368;Pave;Timber;1Fam;1Story;7;5;2006;2007;0,2;1689;4;2007;New;Partial;231713
2261;8298;Pave;Timber;1Fam;1Story;8;5;2006;2007;0,19;1564;9;2007;New;Partial;267300
2262;9037;Pave;Timber;1Fam;1Story;8;5;2006;2006;0,16;1484;12;2007;WD ;Normal;265900
2263;10991;Pave;Timber;1Fam;1Story;8;5;2007;2007;0,14;1571;12;2007;New;Partial;239000
2264;10656;Pave;Timber;1Fam;1Story;8;5;2006;2007;0,15;1646;11;2007;New;Partial;248900
2265;10331;Pave;Timber;1Fam;1Story;7;7;1985;1985;0,12;1240;7;2007;WD ;Normal;174000
2266;13758;Pave;Timber;1Fam;1.5Fin;7;5;1990;1991;0,09;1187;4;2007;WD ;Normal;187500
2267;9303;Pave;Timber;1Fam;2Story;6;5;1996;1997;0,1;888;7;2007;WD ;Normal;204000
2268;6718;Pave;Timber;1Fam;1Story;8;5;2001;2001;0,2;1312;1;2007;WD ;Normal;180500
2269;9590;Pave;Timber;1Fam;SLvl;7;5;2003;2003;0,12;1146;5;2007;WD ;Normal;187500
2270;11305;Pave;Timber;1Fam;1Story;8;5;2002;2002;0,17;1922;4;2007;WD ;Normal;282000
2271;7777;Pave;Timber;1Fam;1Story;6;5;1996;1996;0,19;1491;11;2007;WD ;Normal;178000
2272;14536;Pave;Timber;1Fam;1Story;8;5;2002;2003;0,11;1629;11;2007;WD ;Normal;270000
2273;11800;Pave;Timber;1Fam;2Story;7;5;2003;2004;0,1;1146;7;2007;WD ;Normal;279900
2274;35133;Grvl;Timber;1Fam;1Story;5;4;1963;1963;0,04;1572;5;2007;WD ;Normal;186700
2275;15306;Pave;Timber;1Fam;1Story;8;5;2006;2007;0,12;1776;5;2007;New;Partial;283463
2276;12633;Pave;Timber;1Fam;1Story;10;5;2006;2007;0,14;1824;9;2007;New;Partial;392000
2277;12665;Pave;Timber;1Fam;2Story;8;5;2005;2006;0,09;1133;2;2007;WD ;Normal;281213
2278;8402;Pave;Mitchel;1Fam;1Story;5;5;2007;2007;0,13;1120;12;2007;New;Partial;147000
2279;43500;Pave;Mitchel;1Fam;1Story;3;5;1953;1953;0,05;2034;6;2007;WD ;Normal;130000
2280;6710;Pave;Mitchel;TwnhsE;SFoyer;6;5;1996;1997;0,14;936;6;2007;WD ;Normal;140000
2281;25286;Pave;Mitchel;1Fam;1Story;4;5;1963;1963;0,04;1040;1;2007;WD ;Normal;132250
2282;25000;Pave;Mitchel;Duplex;1Story;5;4;1967;1967;0,07;1632;6;2007;WD ;Normal;143000
2283;32463;Pave;Mitchel;2fmCon;1Story;4;4;1961;1975;0,05;1622;3;2007;WD ;Normal;168000
2284;4224;Pave;MeadowV;TwnhsE;1Story;5;7;1976;1976;0,25;1060;6;2007;WD ;Normal;129900
2285;4224;Pave;MeadowV;TwnhsE;1Story;5;5;1976;1976;0,27;1142;8;2007;WD ;Normal;134000
2286;1504;Pave;MeadowV;Twnhs;2Story;4;4;1972;1972;0,36;546;5;2007;WD ;Normal;85500
2287;1533;Pave;MeadowV;Twnhs;SLvl;4;5;1970;1970;0,35;530;7;2007;WD ;Normal;106500
2288;1495;Pave;MeadowV;TwnhsE;2Story;4;6;1970;1970;0,37;546;5;2007;WD ;Normal;93900
2289;2001;Pave;MeadowV;Twnhs;2Story;4;5;1970;1970;0,27;546;1;2007;WD ;Normal;75000
2290;1936;Pave;MeadowV;Twnhs;SFoyer;4;6;1970;1970;0,33;630;12;2007;WD ;Normal;84500
2291;1890;Pave;MeadowV;Twnhs;2Story;4;3;1976;1976;0,29;546;4;2007;COD;Normal;75190
2292;11333;Pave;Mitchel;1Fam;SLvl;6;5;1976;1976;0,09;1062;5;2007;WD ;Normal;146800
2293;9129;Pave;Mitchel;1Fam;SFoyer;5;5;1977;1977;0,11;1008;7;2007;WD ;Normal;153500
2294;15957;Pave;Mitchel;1Fam;SLvl;6;6;1977;1977;0,08;1356;9;2007;WD ;Normal;188000
2295;33983;Pave;Mitchel;1Fam;1Story;5;6;1977;1994;0,05;1676;5;2007;WD ;Normal;196000
2296;8286;Pave;Mitchel;1Fam;2Story;5;7;1977;1977;0,09;716;6;2007;WD ;Normal;157000
2297;6723;Pave;Mitchel;1Fam;SFoyer;5;7;1971;1971;0,12;796;9;2007;WD ;Normal;138000
2298;7244;Pave;Mitchel;1Fam;SFoyer;5;7;1970;1970;0,11;768;4;2007;WD ;Normal;129500
2299;27697;Pave;Mitchel;1Fam;1Story;4;3;1961;1961;0,06;1608;11;2007;COD;Abnorml;80000
2300;7599;Pave;Mitchel;1Fam;1Story;4;6;1982;2006;0,11;845;6;2007;WD ;Normal;129500
2301;11000;Pave;Mitchel;1Fam;1Story;5;6;1976;2003;0,11;1178;6;2007;WD ;Normal;135000
2302;8314;Pave;Mitchel;1Fam;1Story;5;7;1982;1982;0,1;816;6;2007;WD ;Normal;124500
2303;11625;Pave;Mitchel;1Fam;1Story;5;7;1983;1983;0,07;816;5;2007;WD ;Normal;139000
2304;10712;Pave;Mitchel;1Fam;1Story;5;5;1991;1992;0,09;974;9;2007;Oth;Abnorml;93500
2305;10447;Pave;Mitchel;1Fam;1Story;5;6;1984;1984;0,08;887;12;2007;WD ;Normal;124500
2306;11027;Pave;NAmes;1Fam;1Story;6;5;1954;1954;0,12;1293;5;2006;WD ;Normal;149900
2307;10533;Pave;NAmes;1Fam;1Story;6;6;1956;1956;0,1;1024;8;2006;WD ;Normal;157500
2308;11765;Pave;NAmes;1Fam;1Story;5;5;1957;1957;0,15;1797;6;2006;WD ;Normal;169000
2309;39384;Pave;NAmes;1Fam;1Story;6;6;1957;1957;0,04;1390;10;2006;WD ;Abnorml;252000
2310;11727;Pave;NAmes;1Fam;1Story;7;6;1969;1969;0,16;1851;3;2006;WD ;Normal;192100
2311;8238;Pave;Gilbert;1Fam;2Story;6;5;1997;1998;0,1;813;5;2006;WD ;Normal;183500
2312;13006;Pave;Gilbert;1Fam;2Story;7;5;1997;1997;0,08;993;11;2006;WD ;Normal;222000
2313;13041;Pave;Gilbert;1Fam;2Story;6;5;1995;1995;0,06;781;2;2006;WD ;Normal;170000
2314;13031;Pave;Gilbert;1Fam;2Story;6;5;1995;1996;0,05;691;7;2006;WD ;Normal;187500
2315;9783;Pave;Gilbert;1Fam;2Story;6;5;1996;1996;0,08;821;5;2006;WD ;Normal;202000
2316;11207;Pave;Gilbert;1Fam;2Story;6;5;1997;1997;0,07;802;6;2006;WD ;Normal;185000
2317;19378;Pave;Gilbert;1Fam;2Story;7;5;2005;2006;0,07;1392;3;2006;New;Partial;320000
2318;14859;Pave;Gilbert;1Fam;1Story;7;5;2006;2006;0,11;1670;8;2006;New;Partial;240000
2319;13128;Pave;Gilbert;1Fam;2Story;8;5;2005;2005;0,08;1074;1;2006;WD ;Normal;250000
2320;10463;Pave;Gilbert;1Fam;2Story;8;5;2005;2005;0,09;901;6;2006;WD ;Normal;239900
2321;13751;Pave;Gilbert;1Fam;2Story;7;5;2005;2006;0,12;1700;5;2006;New;Partial;309000
2322;23257;Pave;Gilbert;1Fam;2Story;7;5;2006;2006;0,04;887;9;2006;New;Partial;274725
2323;13108;Pave;StoneBr;1Fam;2Story;8;5;1994;1994;0,16;2079;12;2006;WD ;Normal;270000
2324;8076;Pave;Gilbert;1Fam;1Story;6;6;1993;1994;0,14;1169;7;2006;WD ;Normal;183500
2325;7685;Pave;Gilbert;1Fam;2Story;6;5;1993;1994;0,09;697;5;2006;WD ;Normal;165600
2326;9084;Pave;Gilbert;1Fam;2Story;7;5;1998;1998;0,11;955;6;2006;WD ;Normal;176500
2327;3701;Pave;StoneBr;TwnhsE;1Story;8;5;1987;1987;0,33;1204;8;2006;WD ;Normal;130000
2328;5306;Pave;StoneBr;TwnhsE;2Story;7;7;1987;1987;0,2;1064;6;2006;WD ;Normal;239000
2329;6563;Pave;StoneBr;1Fam;1Story;8;5;1985;1985;0,27;1742;12;2006;WD ;Normal;275000
2330;16023;Pave;StoneBr;1Fam;2Story;9;5;2005;2006;0,09;1414;3;2006;New;Partial;457347
2331;18062;Pave;StoneBr;1Fam;2Story;10;5;2006;2006;0,08;1528;9;2006;New;Partial;545224
2332;12292;Pave;StoneBr;1Fam;2Story;9;5;2006;2006;0,09;1102;7;2006;New;Partial;356383
2333;16056;Pave;StoneBr;1Fam;2Story;9;5;2005;2006;0,12;1992;7;2006;New;Partial;556581
2334;12438;Pave;StoneBr;1Fam;2Story;8;5;2006;2006;0,1;1264;7;2006;New;Partial;361919
2335;16052;Pave;StoneBr;1Fam;2Story;10;5;2006;2006;0,12;1850;7;2006;New;Partial;535000
2336;15922;Pave;StoneBr;1Fam;2Story;9;5;2005;2006;0,09;1390;1;2006;New;Partial;401179
2337;13682;Pave;StoneBr;1Fam;2Story;10;5;2006;2006;0,1;1426;10;2006;New;Partial;438780
2338;14762;Pave;Gilbert;1Fam;2Story;5;6;1948;1950;0,1;1547;5;2006;WD ;Normal;169000
2339;34650;Pave;Gilbert;2fmCon;1Story;5;5;1955;1955;0,03;1056;1;2006;WD ;Normal;145000
2340;8147;Pave;StoneBr;TwnhsE;1Story;9;5;2005;2005;0,21;1714;8;2006;WD ;Normal;318000
2341;11302;Pave;StoneBr;1Fam;1Story;8;5;2005;2006;0,16;1826;8;2006;New;Partial;319000
2342;18261;Pave;StoneBr;1Fam;1Story;9;5;2005;2005;0,11;2000;9;2006;WD ;Normal;470000
2343;14145;Pave;NWAmes;1Fam;1Story;7;7;1984;1998;0,11;1621;5;2006;WD ;Normal;202500
2344;13837;Pave;NWAmes;1Fam;1.5Fin;7;5;1988;1988;0,1;1377;2;2006;WD ;Normal;229000
2345;16659;Pave;NWAmes;1Fam;2Story;7;7;1977;1994;0,09;1468;3;2006;WD ;Normal;235000
2346;18800;Pave;NWAmes;1Fam;2Story;6;5;1976;1976;0,04;790;7;2006;WD ;Normal;190000
2347;10464;Pave;NWAmes;1Fam;SFoyer;6;6;1980;1980;0,11;1102;6;2006;WD ;Normal;169000
2348;10400;Pave;NWAmes;1Fam;1Story;7;5;1988;1988;0,18;1872;6;2006;WD ;Normal;241500
2349;10530;Pave;NWAmes;1Fam;2Story;7;5;1978;1978;0,09;945;7;2006;WD ;Normal;188900
2350;10240;Pave;NWAmes;1Fam;1Story;6;6;1980;1980;0,16;1686;5;2006;WD ;Normal;207500
2351;16692;Pave;NWAmes;1Fam;2Story;7;5;1978;1978;0,08;1392;7;2006;WD ;Normal;250000
2352;11475;Pave;NWAmes;1Fam;2Story;6;6;1975;1975;0,07;811;2;2006;WD ;Normal;179900
2353;9927;Pave;NWAmes;1Fam;SFoyer;7;5;1976;1976;0,11;1083;7;2006;WD ;Normal;172000
2354;9512;Pave;Somerst;1Fam;2Story;7;5;2005;2006;0,1;960;6;2006;New;Partial;294323
2355;10530;Pave;NWAmes;1Fam;SLvl;6;6;1975;2000;0,11;1109;6;2006;WD ;Normal;184500
2356;10140;Pave;NWAmes;1Fam;1Story;5;6;1975;1975;0,11;1074;7;2006;WD ;Normal;153500
2357;10140;Pave;NWAmes;1Fam;2Story;7;5;1976;1976;0,08;832;3;2006;WD ;Normal;162900
2358;10140;Pave;NWAmes;1Fam;1Story;6;6;1974;1999;0,13;1309;1;2006;WD ;Normal;181000
2359;10000;Pave;NWAmes;1Fam;1Story;6;6;1974;1974;0,11;1103;6;2006;WD ;Normal;155000
2360;15870;Pave;NAmes;1Fam;1Story;5;5;1969;1969;0,07;1096;3;2006;WD ;Abnorml;138800
2361;9353;Pave;NAmes;1Fam;1Story;4;5;1970;1970;0,09;864;7;2006;Oth;Abnorml;116050
2362;8125;Pave;NAmes;1Fam;1Story;4;4;1971;1971;0,11;858;6;2006;WD ;Normal;88000
2363;7200;Pave;NAmes;1Fam;1Story;4;4;1971;1971;0,12;874;3;2006;WD ;Normal;97500
2364;8773;Pave;NAmes;TwnhsE;1Story;6;5;2002;2002;0,16;1419;9;2006;WD ;Normal;190000
2365;2760;Pave;BrDale;TwnhsE;2Story;6;5;1973;1973;0,19;525;12;2006;WD ;Normal;105500
2366;2160;Pave;BrDale;TwnhsE;2Story;5;6;1973;1973;0,35;765;6;2006;WD ;Normal;125500
2367;1953;Pave;BrDale;Twnhs;2Story;6;5;1973;1973;0,25;483;6;2006;WD ;Normal;83000
2368;1890;Pave;BrDale;Twnhs;2Story;6;7;1972;1972;0,26;494;7;2006;WD ;Normal;116000
2369;1680;Pave;BrDale;Twnhs;2Story;6;5;1971;1971;0,4;672;4;2006;WD ;Abnorml;91500
2370;1680;Pave;BrDale;Twnhs;2Story;6;7;1972;1972;0,4;672;5;2006;WD ;Normal;118000
2371;1680;Pave;BrDale;Twnhs;2Story;6;5;1972;1972;0,29;483;7;2006;WD ;Normal;89000
2372;1680;Pave;BrDale;Twnhs;2Story;6;5;1972;1972;0,31;525;10;2006;WD ;Normal;108000
2373;1680;Pave;BrDale;Twnhs;2Story;6;5;1972;1972;0,29;483;6;2006;WD ;Normal;94500
2374;4043;Pave;NPkVill;TwnhsE;1Story;6;5;1975;1975;0,26;1069;7;2006;WD ;Normal;146300
2375;7514;Pave;NAmes;1Fam;1Story;5;7;1967;1975;0,18;1387;9;2006;WD ;Normal;145000
2376;7838;Pave;NAmes;1Fam;SFoyer;5;5;1967;1967;0,11;900;12;2006;WD ;Normal;123000
2377;2280;Pave;NPkVill;Twnhs;1Story;7;7;1976;1976;0,46;1055;4;2006;WD ;Normal;137500
2378;2179;Pave;NPkVill;Twnhs;2Story;6;5;1976;1976;0,39;855;7;2006;WD ;Normal;144000
2379;16737;Pave;NridgHt;1Fam;1Story;9;5;2004;2005;0,12;1980;9;2006;WD ;Normal;315000
2380;16387;Pave;NridgHt;1Fam;2Story;9;5;2006;2006;0,11;1738;8;2006;New;Partial;412083
2381;16259;Pave;NridgHt;1Fam;2Story;9;5;2006;2006;0,08;1249;9;2006;New;Partial;342643
2382;16163;Pave;NridgHt;1Fam;1Story;8;5;2004;2004;0,1;1618;7;2006;WD ;Normal;252000
2383;13891;Pave;NridgHt;1Fam;1Story;10;5;2006;2006;0,15;2076;9;2006;New;Partial;465000
2384;12228;Pave;NridgHt;1Fam;1Story;7;5;2006;2006;0,14;1740;9;2006;New;Partial;293000
2385;14780;Pave;NridgHt;1Fam;1Story;9;5;2005;2005;0,13;1868;6;2006;WD ;Normal;415000
2386;16033;Pave;NridgHt;1Fam;1Story;9;5;2004;2005;0,12;1850;3;2006;WD ;Normal;326000
2387;14215;Pave;NridgHt;1Fam;2Story;8;5;2005;2006;0,08;1158;11;2006;New;Partial;325300
2388;13418;Pave;NridgHt;1Fam;2Story;8;5;2004;2005;0,08;1132;9;2006;WD ;Normal;309000
2389;13975;Pave;NridgHt;1Fam;2Story;9;5;2005;2006;0,08;1117;8;2006;New;Partial;300000
2390;10240;Pave;NridgHt;1Fam;2Story;8;5;2005;2005;0,1;1038;3;2006;WD ;Normal;275500
2391;9942;Pave;NridgHt;1Fam;2Story;9;5;2005;2006;0,16;1625;5;2006;New;Partial;338500
2392;11924;Pave;NridgHt;1Fam;2Story;9;5;2005;2006;0,1;1182;7;2006;New;Partial;345000
2393;12867;Pave;NridgHt;1Fam;2Story;8;5;2005;2006;0,09;1209;7;2006;New;Partial;344133
2394;10672;Pave;NridgHt;1Fam;2Story;8;5;2006;2006;0,1;1054;11;2006;New;Partial;298236
2395;11643;Pave;NridgHt;1Fam;2Story;8;5;2005;2006;0,13;1544;8;2006;New;Partial;329900
2396;12378;Pave;NridgHt;1Fam;1Story;9;5;2003;2004;0,16;1944;11;2006;WD ;Normal;360000
2397;11065;Pave;NridgHt;1Fam;2Story;8;5;2006;2006;0,1;1120;10;2006;New;Partial;281000
2398;13758;Pave;NridgHt;1Fam;1Story;9;5;2005;2006;0,13;1792;3;2006;New;Partial;372397
2399;14828;Pave;NridgHt;1Fam;1Story;9;5;2004;2005;0,12;1780;8;2006;WD ;Normal;378000
2400;11846;Pave;NridgHt;1Fam;1Story;9;5;2003;2004;0,15;1792;8;2006;WD ;Normal;374000
2401;20431;Pave;NridgHt;1Fam;2Story;9;5;2005;2006;0,09;1848;4;2006;New;Partial;437154
2402;10927;Pave;NridgHt;1Fam;2Story;8;5;2005;2005;0,1;1058;6;2006;WD ;Normal;275000
2403;13215;Pave;NridgHt;1Fam;2Story;8;5;2004;2004;0,11;1426;2;2006;WD ;Normal;279000
2404;7052;Pave;NridgHt;TwnhsE;1Story;7;5;2005;2005;0,19;1364;6;2006;WD ;Normal;185850
2405;5911;Pave;NridgHt;TwnhsE;1Story;9;5;2005;2005;0,26;1565;3;2006;WD ;Normal;282500
2406;6955;Pave;NridgHt;TwnhsE;1Story;7;5;2005;2006;0,2;1368;9;2006;New;Partial;202500
2407;6792;Pave;NridgHt;TwnhsE;1Story;7;5;2005;2006;0,2;1368;3;2006;New;Partial;202665
2408;7740;Pave;NridgHt;TwnhsE;1Story;9;5;2006;2006;0,22;1686;6;2006;New;Partial;332200
2409;6373;Pave;NridgHt;TwnhsE;1Story;9;5;2006;2006;0,26;1666;6;2006;New;Partial;310090
2410;3136;Pave;NridgHt;TwnhsE;1Story;7;5;2003;2003;0,45;1405;3;2006;WD ;Normal;171750
2411;10237;Pave;Gilbert;1Fam;1Story;6;5;2005;2006;0,13;1316;10;2006;New;Partial;169990
2412;10237;Pave;Gilbert;1Fam;2Story;6;5;2005;2006;0,07;728;2;2006;New;Partial;170440
2413;10237;Pave;Gilbert;1Fam;2Story;7;5;2006;2006;0,07;738;9;2006;New;Partial;169985
2414;17104;Pave;Gilbert;1Fam;2Story;7;5;2006;2006;0,04;664;9;2006;New;Partial;179665
2415;14054;Pave;Gilbert;1Fam;2Story;7;5;2006;2006;0,06;879;11;2006;New;Partial;219210
2416;11660;Pave;Gilbert;1Fam;1Story;6;5;2006;2006;0,11;1326;7;2006;New;Partial;174190
2417;15578;Pave;Gilbert;1Fam;2Story;6;5;2006;2006;0,05;728;5;2006;New;Partial;172785
2418;11631;Pave;Gilbert;1Fam;2Story;8;5;2004;2005;0,09;1052;6;2006;New;Partial;258000
2419;9073;Pave;Gilbert;1Fam;2Story;7;5;2006;2006;0,08;738;10;2006;New;Partial;185101
2420;3087;Pave;Blmngtn;TwnhsE;1Story;7;5;2006;2006;0,44;1364;11;2006;New;Partial;210250
2421;3196;Pave;Blmngtn;TwnhsE;1Story;7;5;2003;2004;0,49;1557;10;2006;WD ;Normal;234000
2422;3196;Pave;Blmngtn;TwnhsE;1Story;8;5;2003;2003;0,46;1456;5;2006;WD ;Normal;215000
2423;2938;Pave;Blmngtn;TwnhsE;1Story;7;5;2002;2002;0,51;1511;5;2006;WD ;Normal;246990
2424;3072;Pave;Blmngtn;TwnhsE;1Story;7;5;2004;2004;0,46;1414;5;2006;WD ;Normal;178740
2425;3072;Pave;Blmngtn;TwnhsE;1Story;7;5;2004;2004;0,5;1548;9;2006;WD ;Normal;225000
2426;3010;Pave;Blmngtn;TwnhsE;1Story;7;5;2005;2006;0,41;1248;3;2006;New;Partial;167240
2427;3010;Pave;Blmngtn;TwnhsE;1Story;7;5;2005;2006;0,38;1142;6;2006;New;Partial;156820
2428;3013;Pave;Blmngtn;TwnhsE;1Story;7;5;2005;2005;0,5;1506;4;2006;WD ;Normal;213490
2429;3982;Pave;Blmngtn;TwnhsE;1Story;8;5;2006;2006;0,39;1567;10;2006;New;Partial;264561
2430;4045;Pave;Blmngtn;TwnhsE;1Story;7;5;2006;2006;0,37;1500;10;2006;New;Partial;246578
2431;21930;Pave;Gilbert;1Fam;2Story;5;5;2005;2005;0,03;734;7;2006;WD ;Normal;192140
2432;7861;Pave;Gilbert;1Fam;2Story;6;5;2002;2003;0,1;807;6;2006;WD ;Normal;183200
